Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;Инslo domovnн;Инslo orientaиnн;Znak инsla orientaиnнho;PSИ;Souшadnice Y;Souшadnice X;Platн Od
12647403;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;23;;;25168;735281.82;1063621.79;2022-10-18T00:00:00
12647411;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;24;;;25168;735270.11;1063643.44;2022-10-18T00:00:00
12647438;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;26;;;25168;735442.62;1064123.95;2022-10-18T00:00:00
12647454;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;28;;;25168;735220.45;1064031.55;2022-10-18T00:00:00
12647471;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;30;;;25168;735524.94;1063422.85;2022-10-18T00:00:00
12647489;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;31;;;25168;735511.51;1063444.99;2013-12-05T00:00:00
12647497;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;216;;;25168;735452.70;1063493.34;2022-10-18T00:00:00
12647501;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;33;;;25168;735436.10;1063552.31;2013-12-05T00:00:00
12647519;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;34;;;25168;737916.46;1063940.07;2013-12-05T00:00:00
12647527;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;35;;;25168;737654.19;1063824.17;2025-11-03T00:00:00
12647535;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;36;;;25168;738086.11;1063940.65;2025-09-29T00:00:00
12647543;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;37;;;25168;735524.35;1063457.67;2022-10-18T00:00:00
12647560;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;39;;;25168;735514.51;1063471.56;2022-10-18T00:00:00
12647578;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;40;;;25168;736117.92;1064581.01;2013-12-05T00:00:00
12647586;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;41;;;25168;736104.00;1064530.94;2013-12-05T00:00:00
12647594;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;42;;;25168;736060.47;1064551.45;2013-12-05T00:00:00
12647608;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;43;;;25168;736051.01;1064526.50;2013-12-05T00:00:00
12647616;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;44;;;25168;736071.38;1064513.43;2013-12-05T00:00:00
12647624;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;45;;;25168;735475.59;1063514.27;2022-10-18T00:00:00
12647632;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;46;;;25168;735492.04;1063506.44;2022-10-18T00:00:00
12647641;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;47;;;25168;736059.46;1064582.60;2022-10-18T00:00:00
12647659;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;48;;;25168;735461.41;1063527.19;2013-12-05T00:00:00
12647667;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;49;;;25168;735037.09;1064162.33;2022-10-18T00:00:00
12647675;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;50;;;25168;735034.75;1064201.41;2013-12-05T00:00:00
12647683;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;294;;;25168;735040.84;1064150.14;2021-05-24T00:00:00
12647691;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;52;;;25168;735046.62;1064107.05;2013-12-05T00:00:00
12647705;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;53;;;25168;735267.64;1064173.00;2022-10-18T00:00:00
12647713;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;54;;;25168;735451.91;1063533.02;2022-10-18T00:00:00
12647721;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;55;;;25168;735496.48;1063462.96;2013-12-05T00:00:00
12647748;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;57;;;25168;735101.46;1064184.23;2013-12-05T00:00:00
12647756;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;58;;;25168;735384.04;1063714.36;2022-10-18T00:00:00
12647764;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;59;;;25168;735358.43;1063727.44;2022-10-18T00:00:00
12647772;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;60;;;25168;735046.20;1064133.28;2022-10-18T00:00:00
12647799;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;62;;;25168;735739.85;1063958.11;2022-10-18T00:00:00
12647802;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;63;;;25168;735370.03;1063703.51;2022-10-18T00:00:00
12647829;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;65;;;25168;735350.11;1063700.44;2022-10-18T00:00:00
12647837;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;66;;;25168;734526.74;1063476.60;2013-12-05T00:00:00
12647845;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;67;;;25168;734548.47;1063473.44;2022-10-18T00:00:00
12647853;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;68;;;25168;734568.18;1063479.25;2022-10-18T00:00:00
12647861;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;69;;;25168;736095.27;1064507.57;2013-12-05T00:00:00
12647870;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;301;;;25168;735069.65;1064178.43;2023-09-21T00:00:00
12647896;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;278;;;25168;736123.05;1064530.93;2016-12-15T00:00:00
12647918;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;74;;;25168;736131.73;1064347.59;2025-09-12T00:00:00
12647934;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;76;;;25168;735462.99;1063488.87;2013-12-05T00:00:00
12647951;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;78;;;25168;735408.07;1063744.73;2022-10-18T00:00:00
12647977;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;81;;;25168;736079.19;1064563.34;2013-12-05T00:00:00
12647985;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;82;;;25168;735270.43;1064144.30;2022-10-18T00:00:00
12647993;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;83;;;25168;735366.77;1063681.77;2013-12-05T00:00:00
12648001;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;85;;;25168;736130.34;1064551.18;2013-12-05T00:00:00
12648019;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;87;;;25168;735503.87;1063487.63;2022-10-18T00:00:00
12648027;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;88;;;25168;735147.46;1064009.23;2022-10-18T00:00:00
25064100;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;168;;;25168;736029.23;1064309.96;2013-12-05T00:00:00
25170732;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;169;;;25168;735872.70;1063927.31;2013-12-05T00:00:00
25170741;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;170;;;25168;736191.77;1064259.92;2013-12-05T00:00:00
25170759;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;171;;;25168;735680.59;1064286.93;2013-12-05T00:00:00
25170767;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;162;;;25168;735962.80;1064195.96;2013-12-05T00:00:00
25170775;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;163;;;25168;735103.58;1063524.07;2013-12-05T00:00:00
25170783;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;164;;;25168;735094.78;1063581.24;2013-12-05T00:00:00
25170791;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;165;;;25168;735080.33;1063561.51;2013-12-05T00:00:00
25170805;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;166;;;25168;736089.49;1064635.50;2014-04-02T00:00:00
25170813;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;167;;;25168;735226.45;1063619.83;2013-12-05T00:00:00
25774662;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;185;;;25168;735838.31;1064038.05;2013-12-05T00:00:00
25865510;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;229;;;25168;735197.27;1063533.48;2013-12-05T00:00:00
25867351;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;86;;;25168;736095.35;1064578.95;2013-12-05T00:00:00
25869396;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;212;;;25168;735515.45;1063694.86;2013-12-05T00:00:00
25877135;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;209;;;25168;735389.56;1063673.41;2013-12-05T00:00:00
25880527;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;208;;;25168;736054.46;1064571.68;2013-12-05T00:00:00
25881191;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;207;;;25168;735422.11;1063659.33;2014-09-16T00:00:00
25881272;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;201;;;25168;735975.08;1064531.31;2013-12-05T00:00:00
25891952;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;210;;;25168;735467.92;1063691.36;2014-01-21T00:00:00
25893726;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;219;;;25168;735308.08;1063893.83;2013-12-05T00:00:00
25895231;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;225;;;25168;735425.99;1063691.05;2013-12-05T00:00:00
25898329;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;89;;;25168;734589.49;1063479.77;2013-12-05T00:00:00
25900510;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;203;;;25168;735543.50;1063657.07;2013-12-05T00:00:00
25900731;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;213;;;25168;735542.60;1063699.67;2013-12-05T00:00:00
26047772;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;172;;;25168;735989.59;1064224.07;2022-10-18T00:00:00
26047781;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;173;;;25168;735232.62;1063643.48;2022-10-18T00:00:00
26047799;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;174;;;25168;736162.22;1064274.83;2022-10-18T00:00:00
26047802;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;175;;;25168;734981.39;1063952.64;2013-12-05T00:00:00
26047811;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;176;;;25168;735793.66;1064059.51;2014-09-29T00:00:00
26047829;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;177;;;25168;736071.09;1064235.17;2013-12-05T00:00:00
26047837;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;178;;;25168;736092.56;1064220.94;2013-12-05T00:00:00
26047845;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;179;;;25168;736010.55;1064552.75;2013-12-05T00:00:00
26047853;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;180;;;25168;736071.16;1064610.30;2013-12-05T00:00:00
26047861;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;181;;;25168;735050.11;1064192.49;2022-10-18T00:00:00
26047870;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;182;;;25168;735150.02;1064099.40;2013-12-05T00:00:00
26047888;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;183;;;25168;735013.76;1063727.73;2013-12-05T00:00:00
26047896;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;184;;;25168;736126.76;1064326.72;2013-12-05T00:00:00
26047900;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;186;;;25168;736044.08;1064738.50;2025-09-02T00:00:00
26047918;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;187;;;25168;736111.24;1064504.09;2013-12-05T00:00:00
26047926;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;188;;;25168;735047.48;1063889.30;2022-10-18T00:00:00
26047934;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;189;;;25168;735989.54;1064368.80;2022-10-18T00:00:00
26047942;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;190;;;25168;736267.24;1064449.73;2013-12-05T00:00:00
26047951;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;191;;;25168;736067.83;1064373.94;2022-10-18T00:00:00
26047969;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;192;;;25168;735487.61;1064062.94;2013-12-05T00:00:00
26047977;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;193;;;25168;735996.66;1064326.89;2013-12-05T00:00:00
26047985;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;194;;;25168;735804.15;1064203.00;2013-12-05T00:00:00
26565943;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;236;;;25168;735082.37;1064180.58;2013-12-05T00:00:00
26566303;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;264;;;25168;735097.89;1063764.43;2014-01-10T00:00:00
26566419;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;237;;;25168;735915.79;1064164.54;2013-12-05T00:00:00
26566478;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;267;;;25168;736240.39;1064358.87;2014-05-14T00:00:00
26566494;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;259;;;25168;735959.77;1063990.44;2023-05-30T00:00:00
26566796;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;252;;;25168;735478.02;1063479.62;2013-12-05T00:00:00
26567792;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;232;;;25168;736099.49;1064666.85;2013-12-05T00:00:00
26568268;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;245;;;25168;735020.01;1063908.03;2022-10-18T00:00:00
26568586;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;268;;;25168;735975.43;1064019.45;2014-07-30T00:00:00
26569558;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;266;;;25168;735935.03;1064152.74;2014-04-23T00:00:00
26570211;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;239;;;25168;735119.87;1063751.33;2022-10-18T00:00:00
26572214;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;231;;;25168;736218.76;1064269.26;2013-12-05T00:00:00
26572460;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;242;;;25168;735737.51;1064002.86;2013-12-05T00:00:00
26572800;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;243;;;25168;735738.31;1063973.82;2022-10-18T00:00:00
26575281;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;273;;;25168;735928.46;1064053.80;2016-04-05T00:00:00
26575591;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;272;;;25168;735548.14;1063803.71;2015-08-03T00:00:00
26575744;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;261;;;25168;735895.85;1063906.14;2013-12-05T00:00:00
26577739;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;241;;;25168;735433.63;1063843.82;2013-12-05T00:00:00
26578182;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;248;;;25168;735169.00;1063738.00;2013-12-05T00:00:00
26579791;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;265;;;25168;735552.90;1063778.08;2014-02-26T00:00:00
26582244;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;246;;;25168;736072.85;1064702.26;2015-02-04T00:00:00
26583674;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;262;;;25168;735937.39;1063965.62;2013-12-05T00:00:00
26584786;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;247;;;25168;735150.61;1063703.05;2013-12-05T00:00:00
26585979;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;257;;;25168;735620.03;1063725.49;2013-12-05T00:00:00
26586070;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;256;;;25168;735487.66;1063764.43;2013-12-05T00:00:00
26586169;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;260;;;25168;736091.10;1064061.45;2013-12-05T00:00:00
26586185;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;249;;;25168;735118.00;1063707.00;2013-12-05T00:00:00
26586347;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;258;;;25168;735872.88;1064137.97;2013-12-05T00:00:00
26586401;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;271;;;25168;735748.19;1064038.41;2015-03-31T00:00:00
26587700;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;238;;;25168;735228.10;1063722.73;2022-10-18T00:00:00
26588307;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;250;;;25168;735962.74;1064039.89;2015-01-16T00:00:00
26588579;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;263;;;25168;735905.17;1063860.71;2013-12-09T00:00:00
26588960;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;251;;;25168;736009.08;1064060.67;2015-02-05T00:00:00
26590166;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;244;;;25168;735901.80;1064017.05;2013-12-05T00:00:00
26590905;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;233;;;25168;735738.88;1064383.39;2013-12-05T00:00:00
26590948;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;254;;;25168;735141.58;1063746.50;2013-12-05T00:00:00
26591031;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;235;;;25168;736071.52;1064338.44;2013-12-05T00:00:00
26591103;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;255;;;25168;735144.00;1064026.00;2013-12-05T00:00:00
26591120;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;234;;;25168;735050.58;1063946.37;2014-02-25T00:00:00
26591391;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;253;;;25168;735447.13;1063811.50;2013-12-05T00:00:00
26591936;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;270;;;25168;735426.70;1064048.55;2015-01-08T00:00:00
26592134;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;240;;;25168;735246.77;1063902.06;2013-12-05T00:00:00
26777916;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;197;;;25168;735771.89;1064224.60;2013-12-05T00:00:00
26777924;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;199;;;25168;735070.58;1063714.05;2013-12-05T00:00:00
26797691;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;195;;;25168;735630.35;1063675.58;2013-12-05T00:00:00
26797704;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;198;;;25168;736140.65;1064290.73;2013-12-05T00:00:00
26797712;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;200;;;25168;735022.50;1063943.40;2013-12-05T00:00:00
30790603;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;47;;;25168;735271.94;1063749.76;2025-12-04T00:00:00
30790611;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;85;;;25168;736241.88;1064423.25;2013-12-05T00:00:00
30790638;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;202;;;25168;736001.51;1064522.74;2013-12-05T00:00:00
30790646;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;204;;;25168;735555.00;1063658.00;2013-12-05T00:00:00
30790654;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;205;;;25168;735465.00;1063657.00;2013-12-05T00:00:00
30790662;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;215;;;25168;735897.02;1064239.67;2025-10-22T00:00:00
30790671;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;217;;;25168;735050.00;1063639.00;2013-12-05T00:00:00
30790689;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;220;;;25168;735510.63;1063746.07;2013-12-05T00:00:00
30790697;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;222;;;25168;735594.10;1064078.46;2013-12-05T00:00:00
30790701;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;223;;;25168;735442.07;1063740.20;2013-12-05T00:00:00
30790719;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;226;;;25168;735099.35;1064017.45;2013-12-05T00:00:00
30790727;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;227;;;25168;735868.13;1063989.45;2013-12-05T00:00:00
30790735;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;228;;;25168;735943.41;1064270.98;2013-12-05T00:00:00
30790743;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;230;;;25168;736189.88;1064189.17;2013-12-05T00:00:00
30790751;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;96;;;25168;735246.02;1064070.17;2025-12-10T00:00:00
30790760;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;101;;;25168;735240.10;1064035.06;2022-10-18T00:00:00
30790786;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;156;;;25168;735711.97;1063999.42;2022-10-18T00:00:00
31245692;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;211;;;25168;735488.30;1063694.00;2016-02-10T00:00:00
40056431;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;218;;;25168;736067.41;1064076.31;2016-04-08T00:00:00
40056449;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;112;;;25168;735522.45;1064070.89;2016-04-21T00:00:00
40056457;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.ev.;214;;;25168;738167.32;1063932.52;2016-04-08T00:00:00
40293041;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;221;;;25168;736111.45;1064057.88;2013-12-05T00:00:00
40523021;538370;Kostelec u Kшнћkщ;;;;;70301;Kostelec u Kшнћkщ;;;и.p.;214;;;25168;735560.63;1063701.98;2013-12-05T00:00:00
